MPN,Datum,Maand,Jaar,MPN-Jaar-Maand,Soort,Mediaan
MPN1185,05/09/02,9,2002,MPN1185 2002 9,Ruppia cirrhosa,13768
MPN1176,11/10/10,10,2010,MPN1176 2010 10,Ruppia cirrhosa,14000
MPN1150,20/08/2009,8,2009,MPN1150 2009 8,Ruppia cirrhosa,14000
MPN5525,27/08/2008,8,2008,MPN5525 2008 8,Ruppia cirrhosa,15000
MPN1268,06/10/03,10,2003,MPN1268 2003 10,Ruppia cirrhosa,18000
MPN1447,18/09/2008,9,2008,MPN1447 2008 9,Ruppia maritima,7100
MPN1541,09/10/06,10,2006,MPN1541 2006 10,Ruppia maritima,9000
MPN7876,09/10/06,10,2006,MPN7876 2006 10,Ruppia maritima,9300
MPN1123,08/09/01,9,2001,MPN1123 2001 9,Ruppia maritima,9560.1
MPN1185,05/09/02,9,2002,MPN1185 2002 9,Ruppia maritima,13768
MPN10470,18/06/2012,6,2012,MPN10470 2012 6,Salicornia spp.,1650
MPN5769,06/09/10,9,2010,MPN5769 2010 9,Salicornia spp.,2300
MPN4039,22/03/2011,3,2011,MPN4039 2011 3,Salicornia spp.,3050
MPN1252,18/09/2001,9,2001,MPN1252 2001 9,Salicornia spp.,3161.2
MPN3968,21/06/2012,6,2012,MPN3968 2012 6,Salicornia spp.,4400
MPN5527,15/08/2013,8,2013,MPN5527 2013 8,Salicornia spp.,4700
MPN10270,11/06/04,6,2004,MPN10270 2004 6,Salicornia spp.,5000
MPN3968,27/05/2002,5,2002,MPN3968 2002 5,Salicornia spp.,6088.9
MPN8666,14/06/2010,6,2010,MPN8666 2010 6,Salicornia spp.,7000
MPN1199,04/10/10,10,2010,MPN1199 2010 10,Salicornia spp.,7200
MPN7967,11/05/09,5,2009,MPN7967 2009 5,Salicornia spp.,8400
MPN2940,07/06/10,6,2010,MPN2940 2010 6,Salicornia spp.,8450
MPN1474,18/10/2007,10,2007,MPN1474 2007 10,Salicornia spp.,8600
MPN1185,07/06/12,6,2012,MPN1185 2012 6,Salicornia spp.,9300
MPN1269,06/10/08,10,2008,MPN1269 2008 10,Salicornia spp.,9400
MPN1270,06/10/08,10,2008,MPN1270 2008 10,Salicornia spp.,9700
MPN12590,26/06/2013,6,2013,MPN12590 2013 6,Salicornia spp.,9800
MPN1150,07/05/09,5,2009,MPN1150 2009 5,Salicornia spp.,9850
MPN1474,26/07/2004,7,2004,MPN1474 2004 7,Salicornia spp.,10000
MPN8666,20/10/2010,10,2010,MPN8666 2010 10,Salicornia spp.,11000
MPN3948,19/09/2005,9,2005,MPN3948 2005 9,Salicornia spp.,11000
MPN5525,15/05/2008,5,2008,MPN5525 2008 5,Salicornia spp.,11500
MPN1269,31/08/2015,8,2015,MPN1269 2015 8,Salicornia spp.,12000
MPN8666,25/09/2012,9,2012,MPN8666 2012 9,Salicornia spp.,12000
MPN7967,04/10/11,10,2011,MPN7967 2011 10,Salicornia spp.,12000
MPN1623,18/08/2006,8,2006,MPN1623 2006 8,Salicornia spp.,12500
MPN7969,11/10/07,10,2007,MPN7969 2007 10,Salicornia spp.,13000
MPN7863,05/05/06,5,2006,MPN7863 2006 5,Salicornia spp.,13500
MPN1176,11/10/10,10,2010,MPN1176 2010 10,Salicornia spp.,14000
MPN7967,20/08/2009,8,2009,MPN7967 2009 8,Salicornia spp.,14000
MPN1150,20/08/2009,8,2009,MPN1150 2009 8,Salicornia spp.,14000
MPN1204,22/06/2015,6,2015,MPN1204 2015 6,Salicornia spp.,14000
MPN1176,15/06/2015,6,2015,MPN1176 2015 6,Salicornia spp.,15000
MPN1205,05/10/15,10,2015,MPN1205 2015 10,Salicornia spp.,15000
MPN7865,04/07/11,7,2011,MPN7865 2011 7,Salicornia spp.,15500
MPN1623,11/08/11,8,2011,MPN1623 2011 8,Salicornia spp.,16000
MPN1197,19/09/2005,9,2005,MPN1197 2005 9,Salicornia spp.,18000
MPN1616,20/07/2015,7,2015,MPN1616 2015 7,Salicornia spp.,18500
MPN7863,28/09/2006,9,2006,MPN7863 2006 9,Salicornia spp.,19000
MPN5729,01/10/09,10,2009,MPN5729 2009 10,Salicornia spp.,19000
MPN5727,14/08/2014,8,2014,MPN5727 2014 8,Salicornia spp.,20000
MPN1282,01/10/09,10,2009,MPN1282 2009 10,Salicornia spp.,21000
MPN1616,05/10/09,10,2009,MPN1616 2009 10,Salicornia spp.,24000
MPN10020,28/06/2004,6,2004,MPN10020 2004 6,Schoenoplectus lacustris,30
MPN10020,08/08/05,8,2005,MPN10020 2005 8,Schoenoplectus lacustris,32
MPN9998,21/06/2012,6,2012,MPN9998 2012 6,Schoenoplectus lacustris,33.5
MPN10070,16/08/2007,8,2007,MPN10070 2007 8,Schoenoplectus lacustris,36
MPN10020,06/07/09,7,2009,MPN10020 2009 7,Schoenoplectus lacustris,38
MPN10020,04/08/08,8,2008,MPN10020 2008 8,Schoenoplectus lacustris,40
MPN9966,20/10/2011,10,2011,MPN9966 2011 10,Schoenoplectus lacustris,40
MPN10019,14/07/2015,7,2015,MPN10019 2015 7,Schoenoplectus lacustris,43
MPN9966,30/06/2005,6,2005,MPN9966 2005 6,Schoenoplectus lacustris,44
MPN10068,13/08/2007,8,2007,MPN10068 2007 8,Schoenoplectus lacustris,59
MPN9115,08/10/12,10,2012,MPN9115 2012 10,Schoenoplectus lacustris,64
MPN7622,12/09/05,9,2005,MPN7622 2005 9,Schoenoplectus lacustris,71
MPN3974,27/05/2002,5,2002,MPN3974 2002 5,Schoenoplectus lacustris,72.189
MPN7622,06/06/05,6,2005,MPN7622 2005 6,Schoenoplectus lacustris,73
MPN9902,15/06/2006,6,2006,MPN9902 2006 6,Schoenoplectus lacustris,75
MPN3974,17/09/2002,9,2002,MPN3974 2002 9,Schoenoplectus lacustris,82.395
MPN10164,11/06/10,6,2010,MPN10164 2010 6,Schoenoplectus lacustris,87
MPN10164,31/05/2012,5,2012,MPN10164 2012 5,Schoenoplectus lacustris,92
MPN10164,22/06/2009,6,2009,MPN10164 2009 6,Schoenoplectus lacustris,98
MPN12980,04/06/14,6,2014,MPN12980 2014 6,Schoenoplectus lacustris,110
MPN1577,02/10/07,10,2007,MPN1577 2007 10,Schoenoplectus lacustris,110
MPN10164,16/06/2008,6,2008,MPN10164 2008 6,Schoenoplectus lacustris,110
MPN5724,15/10/2010,10,2010,MPN5724 2010 10,Schoenoplectus lacustris,120
MPN10164,25/06/2007,6,2007,MPN10164 2007 6,Schoenoplectus lacustris,130
MPN9940,14/06/2010,6,2010,MPN9940 2010 6,Schoenoplectus lacustris,130
MPN10164,08/06/15,6,2015,MPN10164 2015 6,Schoenoplectus lacustris,135
MPN10164,10/06/13,6,2013,MPN10164 2013 6,Schoenoplectus lacustris,140
MPN10164,20/05/2011,5,2011,MPN10164 2011 5,Schoenoplectus lacustris,150
MPN10164,03/06/02,6,2002,MPN10164 2002 6,Schoenoplectus lacustris,150
MPN5724,08/06/10,6,2010,MPN5724 2010 6,Schoenoplectus lacustris,160
MPN5518,02/10/08,10,2008,MPN5518 2008 10,Schoenoplectus lacustris,160
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Schoenoplectus lacustris,170
MPN9900,15/06/2006,6,2006,MPN9900 2006 6,Schoenoplectus lacustris,170
MPN10107,27/06/2005,6,2005,MPN10107 2005 6,Schoenoplectus lacustris,180
MPN1574,31/08/2004,8,2004,MPN1574 2004 8,Schoenoplectus lacustris,190
MPN1279,22/09/2008,9,2008,MPN1279 2008 9,Schoenoplectus lacustris,210
MPN9940,10/06/04,6,2004,MPN9940 2004 6,Schoenoplectus lacustris,210
MPN10481,31/05/2012,5,2012,MPN10481 2012 5,Schoenoplectus lacustris,290
MPN10091,01/08/06,8,2006,MPN10091 2006 8,Schoenoplectus lacustris,380
MPN10140,20/07/2001,7,2001,MPN10140 2001 7,Schoenoplectus lacustris,510
MPN9945,14/06/2004,6,2004,MPN9945 2004 6,Schoenoplectus lacustris,590
MPN13410,17/08/2015,8,2015,MPN13410 2015 8,Schoenoplectus lacustris,600
MPN3946,15/09/2005,9,2005,MPN3946 2005 9,Schoenoplectus lacustris,690
MPN2137,26/09/2013,9,2013,MPN2137 2013 9,Schoenoplectus lacustris,860
MPN1571,28/09/2015,9,2015,MPN1571 2015 9,Schoenoplectus lacustris,1100
MPN7630,29/06/2015,6,2015,MPN7630 2015 6,Schoenoplectus lacustris,1400
MPN4065,21/03/2011,3,2011,MPN4065 2011 3,Schoenoplectus lacustris,1420
MPN10396,31/07/2006,7,2006,MPN10396 2006 7,Schoenoplectus lacustris,1600
MPN10266,13/07/2010,7,2010,MPN10266 2010 7,Schoenoplectus lacustris,2100
MPN1479,22/03/2011,3,2011,MPN1479 2011 3,Schoenoplectus lacustris,2350
MPN10241,08/07/10,7,2010,MPN10241 2010 7,Schoenoplectus lacustris,3100
MPN10019,04/08/08,8,2008,MPN10019 2008 8,Sparganium erectum,20
MPN9997,26/06/2014,6,2014,MPN9997 2014 6,Sparganium erectum,20
MPN10020,14/07/2015,7,2015,MPN10020 2015 7,Sparganium erectum,22
MPN9997,27/05/2013,5,2013,MPN9997 2013 5,Sparganium erectum,23
MPN9997,15/06/2015,6,2015,MPN9997 2015 6,Sparganium erectum,24
MPN9997,12/05/11,5,2011,MPN9997 2011 5,Sparganium erectum,25
MPN10020,28/06/2004,6,2004,MPN10020 2004 6,Sparganium erectum,30
MPN9997,21/05/2012,5,2012,MPN9997 2012 5,Sparganium erectum,30
MPN8010,27/09/2010,9,2010,MPN8010 2010 9,Sparganium erectum,33
MPN9997,08/06/06,6,2006,MPN9997 2006 6,Sparganium erectum,35
MPN9997,05/06/08,6,2008,MPN9997 2008 6,Sparganium erectum,35.5
MPN10020,06/07/09,7,2009,MPN10020 2009 7,Sparganium erectum,38
MPN10020,04/08/08,8,2008,MPN10020 2008 8,Sparganium erectum,40
MPN9966,20/10/2011,10,2011,MPN9966 2011 10,Sparganium erectum,40
MPN9966,30/06/2005,6,2005,MPN9966 2005 6,Sparganium erectum,44
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Sparganium erectum,49
MPN4033,26/08/2002,8,2002,MPN4033 2002 8,Sparganium erectum,66.669
MPN9902,15/06/2006,6,2006,MPN9902 2006 6,Sparganium erectum,75
MPN5872,20/09/2004,9,2004,MPN5872 2004 9,Sparganium erectum,86
MPN5823,17/09/2007,9,2007,MPN5823 2007 9,Sparganium erectum,89
MPN9928,11/08/05,8,2005,MPN9928 2005 8,Sparganium erectum,92
MPN9897,06/08/14,8,2014,MPN9897 2014 8,Sparganium erectum,120
MPN7965,19/09/2006,9,2006,MPN7965 2006 9,Sparganium erectum,120
MPN10041,10/09/12,9,2012,MPN10041 2012 9,Sparganium erectum,130
MPN9897,17/09/2012,9,2012,MPN9897 2012 9,Sparganium erectum,140
MPN9897,19/06/2006,6,2006,MPN9897 2006 6,Sparganium erectum,150
MPN9900,15/06/2006,6,2006,MPN9900 2006 6,Sparganium erectum,170
MPN9901,15/06/2006,6,2006,MPN9901 2006 6,Sparganium erectum,180
MPN1574,31/08/2004,8,2004,MPN1574 2004 8,Sparganium erectum,190
MPN10217,29/07/2008,7,2008,MPN10217 2008 7,Sparganium erectum,260
MPN10120,06/09/12,9,2012,MPN10120 2012 9,Sparganium erectum,330
MPN10020,08/08/05,8,2005,MPN10020 2005 8,Typha angustifolia,32
MPN9997,30/05/2002,5,2002,MPN9997 2002 5,Typha angustifolia,32
MPN9997,15/05/2001,5,2001,MPN9997 2001 5,Typha angustifolia,35
MPN9997,13/06/2005,6,2005,MPN9997 2005 6,Typha angustifolia,37
MPN10020,06/07/09,7,2009,MPN10020 2009 7,Typha angustifolia,38
MPN9997,08/05/00,5,2000,MPN9997 2000 5,Typha angustifolia,38
MPN10020,04/08/08,8,2008,MPN10020 2008 8,Typha angustifolia,40
MPN1529,12/09/08,9,2008,MPN1529 2008 9,Typha angustifolia,40.5
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Typha angustifolia,49
MPN10131,12/09/11,9,2011,MPN10131 2011 9,Typha angustifolia,50
MPN1362,10/06/08,6,2008,MPN1362 2008 6,Typha angustifolia,51
MPN10131,13/07/2009,7,2009,MPN10131 2009 7,Typha angustifolia,54
MPN3970,30/10/2012,10,2012,MPN3970 2012 10,Typha angustifolia,54
MPN10131,10/05/01,5,2001,MPN10131 2001 5,Typha angustifolia,57
MPN10131,23/06/2008,6,2008,MPN10131 2008 6,Typha angustifolia,59.5
MPN10131,07/06/06,6,2006,MPN10131 2006 6,Typha angustifolia,60
MPN10131,31/07/2007,7,2007,MPN10131 2007 7,Typha angustifolia,62
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Typha angustifolia,62
MPN10131,17/06/2013,6,2013,MPN10131 2013 6,Typha angustifolia,63
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Typha angustifolia,64
MPN10131,11/05/00,5,2000,MPN10131 2000 5,Typha angustifolia,66
MPN10131,18/09/2000,9,2000,MPN10131 2000 9,Typha angustifolia,67
MPN10131,16/06/2005,6,2005,MPN10131 2005 6,Typha angustifolia,67
MPN10027,11/06/12,6,2012,MPN10027 2012 6,Typha angustifolia,67
MPN1203,24/10/2011,10,2011,MPN1203 2011 10,Typha angustifolia,68
MPN10131,26/05/2003,5,2003,MPN10131 2003 5,Typha angustifolia,70
MPN7622,12/09/05,9,2005,MPN7622 2005 9,Typha angustifolia,71
MPN3974,27/05/2002,5,2002,MPN3974 2002 5,Typha angustifolia,72.189
MPN7622,06/06/05,6,2005,MPN7622 2005 6,Typha angustifolia,73
MPN5374,15/09/2009,9,2009,MPN5374 2009 9,Typha angustifolia,74
MPN10131,22/09/2003,9,2003,MPN10131 2003 9,Typha angustifolia,74
MPN1530,05/10/07,10,2007,MPN1530 2007 10,Typha angustifolia,74
MPN5683,29/09/2011,9,2011,MPN5683 2011 9,Typha angustifolia,77
MPN3974,17/09/2002,9,2002,MPN3974 2002 9,Typha angustifolia,82.395
MPN10131,17/06/2010,6,2010,MPN10131 2010 6,Typha angustifolia,84.5
MPN1166,22/05/2008,5,2008,MPN1166 2008 5,Typha angustifolia,85
MPN1166,18/09/2008,9,2008,MPN1166 2008 9,Typha angustifolia,86
MPN10131,24/09/2001,9,2001,MPN10131 2001 9,Typha angustifolia,86
MPN1536,22/08/2011,8,2011,MPN1536 2011 8,Typha angustifolia,88
MPN5722,25/06/2015,6,2015,MPN5722 2015 6,Typha angustifolia,89
MPN10146,21/09/2012,9,2012,MPN10146 2012 9,Typha angustifolia,92
MPN7862,03/10/11,10,2011,MPN7862 2011 10,Typha angustifolia,96
MPN5872,22/04/2004,4,2004,MPN5872 2004 4,Typha angustifolia,97
MPN1580,02/10/07,10,2007,MPN1580 2007 10,Typha angustifolia,100
MPN875,20/09/2012,9,2012,MPN875 2012 9,Typha angustifolia,100
MPN10274,02/07/12,7,2012,MPN10274 2012 7,Typha angustifolia,100
MPN12980,04/06/14,6,2014,MPN12980 2014 6,Typha angustifolia,110
MPN1577,02/10/07,10,2007,MPN1577 2007 10,Typha angustifolia,110
MPN1459,06/10/11,10,2011,MPN1459 2011 10,Typha angustifolia,110
MPN1352,08/06/15,6,2015,MPN1352 2015 6,Typha angustifolia,120
MPN1459,02/05/06,5,2006,MPN1459 2006 5,Typha angustifolia,120
MPN3954,25/09/2007,9,2007,MPN3954 2007 9,Typha angustifolia,125
MPN5871,16/09/2008,9,2008,MPN5871 2008 9,Typha angustifolia,130
MPN1459,21/09/2006,9,2006,MPN1459 2006 9,Typha angustifolia,130
MPN3954,28/06/2007,6,2007,MPN3954 2007 6,Typha angustifolia,130
MPN10217,24/06/2002,6,2002,MPN10217 2002 6,Typha angustifolia,130
MPN875,20/04/2001,4,2001,MPN875 2001 4,Typha angustifolia,130.56
MPN10146,24/07/2000,7,2000,MPN10146 2000 7,Typha angustifolia,140
MPN875,10/09/01,9,2001,MPN875 2001 9,Typha angustifolia,164.25
MPN1525,27/10/2015,10,2015,MPN1525 2015 10,Typha angustifolia,170
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Typha angustifolia,170
MPN10147,06/06/03,6,2003,MPN10147 2003 6,Typha angustifolia,180
MPN1352,25/05/2009,5,2009,MPN1352 2009 5,Typha angustifolia,195
MPN10147,20/07/2001,7,2001,MPN10147 2001 7,Typha angustifolia,200
MPN10090,07/08/06,8,2006,MPN10090 2006 8,Typha angustifolia,210
MPN10147,14/07/2005,7,2005,MPN10147 2005 7,Typha angustifolia,220
MPN10147,11/06/12,6,2012,MPN10147 2012 6,Typha angustifolia,230
MPN10147,10/07/09,7,2009,MPN10147 2009 7,Typha angustifolia,230
MPN1525,06/05/04,5,2004,MPN1525 2004 5,Typha angustifolia,230
MPN1525,02/09/04,9,2004,MPN1525 2004 9,Typha angustifolia,240
MPN5856,28/09/2007,9,2007,MPN5856 2007 9,Typha angustifolia,280
MPN10147,20/07/2000,7,2000,MPN10147 2000 7,Typha angustifolia,310
MPN10120,06/09/12,9,2012,MPN10120 2012 9,Typha angustifolia,330
MPN1222,03/10/11,10,2011,MPN1222 2011 10,Typha angustifolia,340
MPN10336,10/07/03,7,2003,MPN10336 2003 7,Typha angustifolia,350
MPN9959,13/09/2012,9,2012,MPN9959 2012 9,Typha angustifolia,350
MPN10091,01/08/06,8,2006,MPN10091 2006 8,Typha angustifolia,380
MPN2884,01/10/01,10,2001,MPN2884 2001 10,Typha angustifolia,380.45
MPN5709,24/08/2011,8,2011,MPN5709 2011 8,Typha angustifolia,400
MPN5709,04/06/15,6,2015,MPN5709 2015 6,Typha angustifolia,410
MPN10049,26/06/2008,6,2008,MPN10049 2008 6,Typha angustifolia,410
MPN2884,04/05/01,5,2001,MPN2884 2001 5,Typha angustifolia,418.33
MPN10338,26/07/2010,7,2010,MPN10338 2010 7,Typha angustifolia,440
MPN3953,04/10/07,10,2007,MPN3953 2007 10,Typha angustifolia,450
MPN10485,23/06/2008,6,2008,MPN10485 2008 6,Typha angustifolia,460
MPN1248,02/07/14,7,2014,MPN1248 2014 7,Typha angustifolia,460
MPN3953,19/06/2007,6,2007,MPN3953 2007 6,Typha angustifolia,470
MPN10095,16/08/2007,8,2007,MPN10095 2007 8,Typha angustifolia,480
MPN10117,24/06/2010,6,2010,MPN10117 2010 6,Typha angustifolia,490
MPN10368,19/09/2011,9,2011,MPN10368 2011 9,Typha angustifolia,495
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Typha angustifolia,500
MPN10140,20/07/2001,7,2001,MPN10140 2001 7,Typha angustifolia,510
MPN9989,13/07/2001,7,2001,MPN9989 2001 7,Typha angustifolia,580
MPN9989,07/07/05,7,2005,MPN9989 2005 7,Typha angustifolia,580
MPN13410,17/08/2015,8,2015,MPN13410 2015 8,Typha angustifolia,600
MPN2995,24/08/2001,8,2001,MPN2995 2001 8,Typha angustifolia,618.97
MPN10342,26/09/2011,9,2011,MPN10342 2011 9,Typha angustifolia,620
MPN10343,14/08/2013,8,2013,MPN10343 2013 8,Typha angustifolia,635
MPN10124,11/06/12,6,2012,MPN10124 2012 6,Typha angustifolia,770
MPN10117,30/08/2011,8,2011,MPN10117 2011 8,Typha angustifolia,800
MPN7621,21/09/2010,9,2010,MPN7621 2010 9,Typha angustifolia,810
MPN10351,16/06/2008,6,2008,MPN10351 2008 6,Typha angustifolia,830
MPN10371,27/07/2000,7,2000,MPN10371 2000 7,Typha angustifolia,840
MPN10124,13/07/2009,7,2009,MPN10124 2009 7,Typha angustifolia,840
MPN11864,12/09/11,9,2011,MPN11864 2011 9,Typha angustifolia,840
MPN10103,16/08/2011,8,2011,MPN10103 2011 8,Typha angustifolia,860
MPN10124,27/07/2001,7,2001,MPN10124 2001 7,Typha angustifolia,860
MPN10124,20/07/2000,7,2000,MPN10124 2000 7,Typha angustifolia,870
MPN10337,04/09/12,9,2012,MPN10337 2012 9,Typha angustifolia,890
MPN10124,27/07/2006,7,2006,MPN10124 2006 7,Typha angustifolia,920
MPN5355,08/09/09,9,2009,MPN5355 2009 9,Typha angustifolia,1000
MPN10332,15/09/2014,9,2014,MPN10332 2014 9,Typha angustifolia,1020
MPN3016,07/08/01,8,2001,MPN3016 2001 8,Typha angustifolia,1929.4
MPN9943,19/07/2001,7,2001,MPN9943 2001 7,Typha angustifolia,2260
MPN9934,01/07/03,7,2003,MPN9934 2003 7,Typha angustifolia,2300
MPN1169,20/09/2010,9,2010,MPN1169 2010 9,Typha angustifolia,7200
MPN9997,14/06/2007,6,2007,MPN9997 2007 6,Typha latifolia,35
MPN9997,05/06/08,6,2008,MPN9997 2008 6,Typha latifolia,35.5
MPN10020,06/07/09,7,2009,MPN10020 2009 7,Typha latifolia,38
MPN1529,22/05/2014,5,2014,MPN1529 2014 5,Typha latifolia,38
MPN9966,20/10/2011,10,2011,MPN9966 2011 10,Typha latifolia,40
MPN1529,12/09/08,9,2008,MPN1529 2008 9,Typha latifolia,40.5
MPN9966,30/06/2005,6,2005,MPN9966 2005 6,Typha latifolia,44
MPN2885,02/09/11,9,2011,MPN2885 2011 9,Typha latifolia,56
MPN1532,28/09/2010,9,2010,MPN1532 2010 9,Typha latifolia,63
MPN5716,12/10/09,10,2009,MPN5716 2009 10,Typha latifolia,65
MPN3971,30/09/2010,9,2010,MPN3971 2010 9,Typha latifolia,66
MPN10027,11/06/12,6,2012,MPN10027 2012 6,Typha latifolia,67
MPN7622,12/09/05,9,2005,MPN7622 2005 9,Typha latifolia,71
MPN5374,15/09/2009,9,2009,MPN5374 2009 9,Typha latifolia,74
MPN1530,05/10/07,10,2007,MPN1530 2007 10,Typha latifolia,74
MPN5683,29/09/2011,9,2011,MPN5683 2011 9,Typha latifolia,77
MPN5823,15/10/2004,10,2004,MPN5823 2004 10,Typha latifolia,77
MPN10069,13/08/2007,8,2007,MPN10069 2007 8,Typha latifolia,78
MPN5823,17/09/2007,9,2007,MPN5823 2007 9,Typha latifolia,89
MPN9928,11/08/05,8,2005,MPN9928 2005 8,Typha latifolia,92
MPN9897,06/08/14,8,2014,MPN9897 2014 8,Typha latifolia,120
MPN10212,06/08/08,8,2008,MPN10212 2008 8,Typha latifolia,120
MPN5871,16/09/2008,9,2008,MPN5871 2008 9,Typha latifolia,130
MPN10041,10/09/12,9,2012,MPN10041 2012 9,Typha latifolia,130
MPN9897,17/09/2012,9,2012,MPN9897 2012 9,Typha latifolia,140
MPN5406,01/09/09,9,2009,MPN5406 2009 9,Typha latifolia,140
MPN1578,14/10/2010,10,2010,MPN1578 2010 10,Typha latifolia,150
MPN7964,04/09/06,9,2006,MPN7964 2006 9,Typha latifolia,160
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Typha latifolia,170
MPN9900,15/06/2006,6,2006,MPN9900 2006 6,Typha latifolia,170
MPN9989,08/09/11,9,2011,MPN9989 2011 9,Typha latifolia,210
MPN7955,28/08/2006,8,2006,MPN7955 2006 8,Typha latifolia,210
MPN5406,07/09/15,9,2015,MPN5406 2015 9,Typha latifolia,210
MPN10147,10/07/09,7,2009,MPN10147 2009 7,Typha latifolia,230
MPN10140,21/07/2000,7,2000,MPN10140 2000 7,Typha latifolia,270
MPN5856,28/09/2007,9,2007,MPN5856 2007 9,Typha latifolia,280
MPN10045,31/07/2008,7,2008,MPN10045 2008 7,Typha latifolia,320
MPN7959,14/09/2006,9,2006,MPN7959 2006 9,Typha latifolia,340
MPN10120,13/06/2003,6,2003,MPN10120 2003 6,Typha latifolia,340
MPN1242,09/08/12,8,2012,MPN1242 2012 8,Typha latifolia,370
MPN10338,30/07/2001,7,2001,MPN10338 2001 7,Typha latifolia,395
MPN1586,14/09/2010,9,2010,MPN1586 2010 9,Typha latifolia,400
MPN1586,24/06/2015,6,2015,MPN1586 2015 6,Typha latifolia,420
MPN10338,29/06/2004,6,2004,MPN10338 2004 6,Typha latifolia,430
MPN10120,02/07/09,7,2009,MPN10120 2009 7,Typha latifolia,480
MPN8139,27/08/2007,8,2007,MPN8139 2007 8,Typha latifolia,480
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Typha latifolia,500
MPN9989,13/07/2001,7,2001,MPN9989 2001 7,Typha latifolia,580
MPN2995,24/08/2001,8,2001,MPN2995 2001 8,Typha latifolia,618.97
MPN9989,13/07/2000,7,2000,MPN9989 2000 7,Typha latifolia,680
MPN4065,29/03/2005,3,2005,MPN4065 2005 3,Typha latifolia,760
MPN10371,01/07/04,7,2004,MPN10371 2004 7,Typha latifolia,990
MPN10253,21/07/2003,7,2003,MPN10253 2003 7,Typha latifolia,1200
MPN2984,03/08/01,8,2001,MPN2984 2001 8,Typha latifolia,1226.3
MPN1248,22/03/2012,3,2012,MPN1248 2012 3,Typha latifolia,1300
MPN4065,21/03/2011,3,2011,MPN4065 2011 3,Typha latifolia,1420
MPN9939,10/06/04,6,2004,MPN9939 2004 6,Typha latifolia,1600
MPN10276,12/06/07,6,2007,MPN10276 2007 6,Typha latifolia,1600
MPN7405,10/10/05,10,2005,MPN7405 2005 10,Ulva spp. (=non-filamentous),5200
MPN1123,21/06/2007,6,2007,MPN1123 2007 6,Ulva spp. (=non-filamentous),7500
MPN1118,13/09/2002,9,2002,MPN1118 2002 9,Ulva spp. (=non-filamentous),8042.1
MPN1489,30/05/2005,5,2005,MPN1489 2005 5,Ulva spp. (=non-filamentous),8400
MPN1474,18/10/2007,10,2007,MPN1474 2007 10,Ulva spp. (=non-filamentous),8600
MPN1499,22/10/2012,10,2012,MPN1499 2012 10,Ulva spp. (=non-filamentous),9300
MPN1123,27/09/2010,9,2010,MPN1123 2010 9,Ulva spp. (=non-filamentous),9300
MPN1122,17/04/2012,4,2012,MPN1122 2012 4,Ulva spp. (=non-filamentous),9550
MPN1499,05/10/06,10,2006,MPN1499 2006 10,Ulva spp. (=non-filamentous),9800
MPN1474,26/07/2004,7,2004,MPN1474 2004 7,Ulva spp. (=non-filamentous),10000
MPN1489,22/09/2005,9,2005,MPN1489 2005 9,Ulva spp. (=non-filamentous),10000
MPN5845,24/09/2007,9,2007,MPN5845 2007 9,Ulva spp. (=non-filamentous),11000
MPN1556,27/07/2004,7,2004,MPN1556 2004 7,Ulva spp. (=non-filamentous),11000
MPN5366,07/09/09,9,2009,MPN5366 2009 9,Ulva spp. (=non-filamentous),12000
MPN5294,22/09/2006,9,2006,MPN5294 2006 9,Ulva spp. (=non-filamentous),12000
MPN1499,19/10/2009,10,2009,MPN1499 2009 10,Ulva spp. (=non-filamentous),13000
MPN1499,18/09/2003,9,2003,MPN1499 2003 9,Ulva spp. (=non-filamentous),13000
MPN5293,04/09/03,9,2003,MPN5293 2003 9,Ulva spp. (=non-filamentous),15000
MPN5350,29/09/2009,9,2009,MPN5350 2009 9,Ulva spp. (=non-filamentous),17000
MPN5349,29/09/2009,9,2009,MPN5349 2009 9,Ulva spp. (=non-filamentous),17000
MPN1362,10/06/08,6,2008,MPN1362 2008 6,Zannichellia spp.,51
MPN9913,18/06/2007,6,2007,MPN9913 2007 6,Zannichellia spp.,74
MPN1536,22/08/2011,8,2011,MPN1536 2011 8,Zannichellia spp.,88
MPN12980,04/06/14,6,2014,MPN12980 2014 6,Zannichellia spp.,110
MPN5831,20/09/2010,9,2010,MPN5831 2010 9,Zannichellia spp.,110
MPN10488,10/07/03,7,2003,MPN10488 2003 7,Zannichellia spp.,180
MPN1458,06/10/11,10,2011,MPN1458 2011 10,Zannichellia spp.,220
MPN10488,26/06/2012,6,2012,MPN10488 2012 6,Zannichellia spp.,220
MPN1461,23/10/2006,10,2006,MPN1461 2006 10,Zannichellia spp.,230
MPN10354,18/06/2008,6,2008,MPN10354 2008 6,Zannichellia spp.,240
MPN10140,09/06/11,6,2011,MPN10140 2011 6,Zannichellia spp.,250
MPN10217,29/07/2008,7,2008,MPN10217 2008 7,Zannichellia spp.,260
