MPN,Datum,Maand,Jaar,MPN-Jaar-Maand,Soort,Mediaan
MPN5306,24/09/2009,9,2009,MPN5306 2009 9,Phragmites australis,11000
MPN5372,15/09/2009,9,2009,MPN5372 2009 9,Phragmites australis,11000
MPN1917,20/09/2010,9,2010,MPN1917 2010 9,Phragmites australis,11000
MPN1444,20/09/2011,9,2011,MPN1444 2011 9,Phragmites australis,11000
MPN1123,19/10/2009,10,2009,MPN1123 2009 10,Phragmites australis,11000
MPN1489,26/09/2008,9,2008,MPN1489 2008 9,Phragmites australis,11000
MPN7605,07/06/10,6,2010,MPN7605 2010 6,Phragmites australis,11000
MPN1127,07/05/12,5,2012,MPN1127 2012 5,Phragmites australis,11000
MPN1366,03/06/10,6,2010,MPN1366 2010 6,Phragmites australis,11000
MPN1369,03/06/10,6,2010,MPN1369 2010 6,Phragmites australis,11000
MPN1388,14/10/2008,10,2008,MPN1388 2008 10,Phragmites australis,11000
MPN1388,14/09/2006,9,2006,MPN1388 2006 9,Phragmites australis,11000
MPN5293,19/03/2009,3,2009,MPN5293 2009 3,Phragmites australis,11000
MPN1556,27/07/2004,7,2004,MPN1556 2004 7,Phragmites australis,11000
MPN3948,19/09/2005,9,2005,MPN3948 2005 9,Phragmites australis,11000
MPN1377,07/10/05,10,2005,MPN1377 2005 10,Phragmites australis,11000
MPN9997,21/05/2012,5,2012,MPN9997 2012 5,Potamogeton crispus,30
MPN1202,30/07/2013,7,2013,MPN1202 2013 7,Potamogeton crispus,33.5
MPN9966,20/10/2011,10,2011,MPN9966 2011 10,Potamogeton crispus,40
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Potamogeton crispus,49
MPN10213,21/06/2002,6,2002,MPN10213 2002 6,Potamogeton crispus,89
MPN10212,20/06/2002,6,2002,MPN10212 2002 6,Potamogeton crispus,115
MPN10164,12/06/06,6,2006,MPN10164 2006 6,Potamogeton crispus,120
MPN10164,02/06/04,6,2004,MPN10164 2004 6,Potamogeton crispus,120
MPN9910,18/06/2007,6,2007,MPN9910 2007 6,Potamogeton crispus,120
MPN10164,10/06/13,6,2013,MPN10164 2013 6,Potamogeton crispus,140
MPN10164,28/05/2001,5,2001,MPN10164 2001 5,Potamogeton crispus,150
MPN10164,03/06/02,6,2002,MPN10164 2002 6,Potamogeton crispus,150
MPN10164,29/05/2000,5,2000,MPN10164 2000 5,Potamogeton crispus,160
MPN10335,22/06/2009,6,2009,MPN10335 2009 6,Potamogeton crispus,190
MPN10106,20/05/2014,5,2014,MPN10106 2014 5,Potamogeton crispus,205
MPN10468,26/09/2011,9,2011,MPN10468 2011 9,Potamogeton crispus,250
MPN12884,01/07/15,7,2015,MPN12884 2015 7,Potamogeton crispus,370
MPN3038,13/07/2015,7,2015,MPN3038 2015 7,Potamogeton crispus,530
MPN4056,07/10/15,10,2015,MPN4056 2015 10,Potamogeton crispus,680
MPN10285,21/06/2004,6,2004,MPN10285 2004 6,Potamogeton crispus,700
MPN10285,13/06/2013,6,2013,MPN10285 2013 6,Potamogeton crispus,740
MPN9115,08/10/12,10,2012,MPN9115 2012 10,Stuckenia pectinata,64
MPN4033,26/08/2002,8,2002,MPN4033 2002 8,Stuckenia pectinata,66.669
MPN10252,02/07/12,7,2012,MPN10252 2012 7,Stuckenia pectinata,68
MPN10164,11/06/10,6,2010,MPN10164 2010 6,Stuckenia pectinata,87
MPN10164,31/05/2012,5,2012,MPN10164 2012 5,Stuckenia pectinata,92
MPN10164,22/06/2009,6,2009,MPN10164 2009 6,Stuckenia pectinata,98
MPN7965,22/09/2015,9,2015,MPN7965 2015 9,Stuckenia pectinata,100
MPN10164,16/06/2008,6,2008,MPN10164 2008 6,Stuckenia pectinata,110
MPN10164,19/06/2014,6,2014,MPN10164 2014 6,Stuckenia pectinata,110
MPN10164,12/06/06,6,2006,MPN10164 2006 6,Stuckenia pectinata,120
MPN10212,06/08/08,8,2008,MPN10212 2008 8,Stuckenia pectinata,120
MPN7965,19/09/2006,9,2006,MPN7965 2006 9,Stuckenia pectinata,120
MPN10164,25/06/2007,6,2007,MPN10164 2007 6,Stuckenia pectinata,130
MPN10326,28/07/2008,7,2008,MPN10326 2008 7,Stuckenia pectinata,130
MPN10164,08/06/15,6,2015,MPN10164 2015 6,Stuckenia pectinata,135
MPN10164,10/06/13,6,2013,MPN10164 2013 6,Stuckenia pectinata,140
MPN10129,01/07/10,7,2010,MPN10129 2010 7,Stuckenia pectinata,150
MPN10164,20/05/2011,5,2011,MPN10164 2011 5,Stuckenia pectinata,150
MPN10164,28/05/2001,5,2001,MPN10164 2001 5,Stuckenia pectinata,150
MPN10164,03/06/02,6,2002,MPN10164 2002 6,Stuckenia pectinata,150
MPN10164,29/05/2000,5,2000,MPN10164 2000 5,Stuckenia pectinata,160
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Stuckenia pectinata,170
MPN9900,15/06/2006,6,2006,MPN9900 2006 6,Stuckenia pectinata,170
MPN10107,27/06/2005,6,2005,MPN10107 2005 6,Stuckenia pectinata,180
MPN1458,06/10/11,10,2011,MPN1458 2011 10,Stuckenia pectinata,220
MPN1461,23/10/2006,10,2006,MPN1461 2006 10,Stuckenia pectinata,230
MPN7926,12/09/06,9,2006,MPN7926 2006 9,Stuckenia pectinata,280
MPN10106,23/06/2005,6,2005,MPN10106 2005 6,Stuckenia pectinata,290
MPN12282,17/08/2012,8,2012,MPN12282 2012 8,Stuckenia pectinata,310
MPN10278,07/08/07,8,2007,MPN10278 2007 8,Stuckenia pectinata,320
MPN10120,06/09/12,9,2012,MPN10120 2012 9,Stuckenia pectinata,330
MPN10120,13/06/2003,6,2003,MPN10120 2003 6,Stuckenia pectinata,340
MPN12884,01/07/15,7,2015,MPN12884 2015 7,Stuckenia pectinata,370
MPN1455,10/07/13,7,2013,MPN1455 2013 7,Stuckenia pectinata,380
MPN11867,19/09/2011,9,2011,MPN11867 2011 9,Stuckenia pectinata,385
MPN1249,06/08/12,8,2012,MPN1249 2012 8,Stuckenia pectinata,390
MPN12884,07/07/14,7,2014,MPN12884 2014 7,Stuckenia pectinata,400
MPN5719,03/06/14,6,2014,MPN5719 2014 6,Stuckenia pectinata,420
MPN1586,24/06/2015,6,2015,MPN1586 2015 6,Stuckenia pectinata,420
MPN10044,11/08/08,8,2008,MPN10044 2008 8,Stuckenia pectinata,420
MPN10485,23/06/2008,6,2008,MPN10485 2008 6,Stuckenia pectinata,460
MPN10325,27/06/2002,6,2002,MPN10325 2002 6,Stuckenia pectinata,475
MPN10120,02/07/09,7,2009,MPN10120 2009 7,Stuckenia pectinata,480
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Stuckenia pectinata,500
MPN3038,04/07/14,7,2014,MPN3038 2014 7,Stuckenia pectinata,500
MPN5389,10/09/09,9,2009,MPN5389 2009 9,Stuckenia pectinata,510
MPN11865,22/04/2011,4,2011,MPN11865 2011 4,Stuckenia pectinata,520
MPN3038,13/07/2015,7,2015,MPN3038 2015 7,Stuckenia pectinata,530
MPN5787,30/08/2004,8,2004,MPN5787 2004 8,Stuckenia pectinata,570
MPN1251,11/10/07,10,2007,MPN1251 2007 10,Stuckenia pectinata,660
MPN1226,01/08/14,8,2014,MPN1226 2014 8,Stuckenia pectinata,850
MPN3001,21/08/2001,8,2001,MPN3001 2001 8,Stuckenia pectinata,858.24
MPN10103,16/08/2011,8,2011,MPN10103 2011 8,Stuckenia pectinata,860
MPN3958,26/04/2002,4,2002,MPN3958 2002 4,Stuckenia pectinata,865.77
MPN3038,25/08/2011,8,2011,MPN3038 2011 8,Stuckenia pectinata,880
MPN11866,15/09/2011,9,2011,MPN11866 2011 9,Stuckenia pectinata,930
MPN10252,21/07/2003,7,2003,MPN10252 2003 7,Stuckenia pectinata,970
MPN10254,17/07/2003,7,2003,MPN10254 2003 7,Stuckenia pectinata,1000
MPN10332,25/07/2000,7,2000,MPN10332 2000 7,Stuckenia pectinata,1100
MPN1227,19/09/2013,9,2013,MPN1227 2013 9,Stuckenia pectinata,1100
MPN5830,01/10/04,10,2004,MPN5830 2004 10,Stuckenia pectinata,1100
MPN10100,21/06/2005,6,2005,MPN10100 2005 6,Stuckenia pectinata,1300
MPN1239,18/09/2014,9,2014,MPN1239 2014 9,Stuckenia pectinata,1300
MPN5813,04/10/04,10,2004,MPN5813 2004 10,Stuckenia pectinata,1300
MPN5817,08/10/04,10,2004,MPN5817 2004 10,Stuckenia pectinata,1500
MPN1227,18/10/2010,10,2010,MPN1227 2010 10,Stuckenia pectinata,1600
MPN10324,30/07/2008,7,2008,MPN10324 2008 7,Stuckenia pectinata,1700
MPN5303,24/09/2009,9,2009,MPN5303 2009 9,Stuckenia pectinata,2100
MPN3011,20/08/2001,8,2001,MPN3011 2001 8,Stuckenia pectinata,2167.9
MPN1227,07/05/01,5,2001,MPN1227 2001 5,Stuckenia pectinata,2177.2
MPN5808,21/09/2004,9,2004,MPN5808 2004 9,Stuckenia pectinata,2500
MPN4011,08/08/02,8,2002,MPN4011 2002 8,Stuckenia pectinata,2516.9
MPN1391,06/08/01,8,2001,MPN1391 2001 8,Stuckenia pectinata,2601.4
MPN1239,03/10/05,10,2005,MPN1239 2005 10,Stuckenia pectinata,2700
MPN5509,15/09/2003,9,2003,MPN5509 2003 9,Stuckenia pectinata,2900
MPN1157,31/05/2001,5,2001,MPN1157 2001 5,Stuckenia pectinata,2915.2
MPN10324,01/07/02,7,2002,MPN10324 2002 7,Stuckenia pectinata,3060
MPN1239,06/09/11,9,2011,MPN1239 2011 9,Stuckenia pectinata,3100
MPN1157,13/09/2001,9,2001,MPN1157 2001 9,Stuckenia pectinata,3205.2
MPN1239,29/09/2008,9,2008,MPN1239 2008 9,Stuckenia pectinata,3300
MPN1354,25/09/2008,9,2008,MPN1354 2008 9,Stuckenia pectinata,3400
MPN8152,24/09/2007,9,2007,MPN8152 2007 9,Stuckenia pectinata,3400
MPN4003,08/08/02,8,2002,MPN4003 2002 8,Stuckenia pectinata,3713.6
MPN5530,26/09/2005,9,2005,MPN5530 2005 9,Stuckenia pectinata,4200
MPN2996,30/08/2001,8,2001,MPN2996 2001 8,Stuckenia pectinata,4643
MPN1182,24/07/2013,7,2013,MPN1182 2013 7,Stuckenia pectinata,4700
MPN9997,21/05/2012,5,2012,MPN9997 2012 5,Potamogeton pusillus,30
MPN1202,30/07/2013,7,2013,MPN1202 2013 7,Potamogeton pusillus,33.5
MPN9998,21/06/2012,6,2012,MPN9998 2012 6,Potamogeton pusillus,33.5
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Potamogeton pusillus,49
MPN10027,11/06/12,6,2012,MPN10027 2012 6,Potamogeton pusillus,67
MPN10252,02/07/12,7,2012,MPN10252 2012 7,Potamogeton pusillus,68
MPN10252,09/07/09,7,2009,MPN10252 2009 7,Potamogeton pusillus,79
MPN3950,12/09/02,9,2002,MPN3950 2002 9,Potamogeton pusillus,109.55
MPN12980,04/06/14,6,2014,MPN12980 2014 6,Potamogeton pusillus,110
MPN9910,18/06/2007,6,2007,MPN9910 2007 6,Potamogeton pusillus,120
MPN7858,09/08/11,8,2011,MPN7858 2011 8,Potamogeton pusillus,150
MPN9897,19/06/2006,6,2006,MPN9897 2006 6,Potamogeton pusillus,150
MPN10488,10/07/03,7,2003,MPN10488 2003 7,Potamogeton pusillus,180
MPN10468,26/09/2011,9,2011,MPN10468 2011 9,Potamogeton pusillus,250
MPN12282,17/08/2012,8,2012,MPN12282 2012 8,Potamogeton pusillus,310
MPN12884,01/07/15,7,2015,MPN12884 2015 7,Potamogeton pusillus,370
MPN5719,03/06/14,6,2014,MPN5719 2014 6,Potamogeton pusillus,420
MPN10407,05/07/04,7,2004,MPN10407 2004 7,Potamogeton pusillus,460
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Potamogeton pusillus,500
MPN9310,04/10/10,10,2010,MPN9310 2010 10,Potamogeton pusillus,520
MPN3020,20/08/2012,8,2012,MPN3020 2012 8,Potamogeton pusillus,555
MPN9945,14/06/2004,6,2004,MPN9945 2004 6,Potamogeton pusillus,590
MPN2137,24/08/2012,8,2012,MPN2137 2012 8,Potamogeton pusillus,745
MPN11864,12/09/11,9,2011,MPN11864 2011 9,Potamogeton pusillus,840
MPN10277,06/08/07,8,2007,MPN10277 2007 8,Potamogeton pusillus,850
MPN1226,01/08/14,8,2014,MPN1226 2014 8,Potamogeton pusillus,850
MPN1226,08/07/15,7,2015,MPN1226 2015 7,Potamogeton pusillus,940
MPN7414,15/04/2013,4,2013,MPN7414 2013 4,Potamogeton pusillus,960
MPN1231,06/07/15,7,2015,MPN1231 2015 7,Potamogeton pusillus,960
MPN1426,04/10/05,10,2005,MPN1426 2005 10,Potamogeton pusillus,960
MPN1231,01/07/14,7,2014,MPN1231 2014 7,Potamogeton pusillus,981
MPN4025,12/08/02,8,2002,MPN4025 2002 8,Potamogeton pusillus,987.89
MPN1354,17/06/2014,6,2014,MPN1354 2014 6,Potamogeton pusillus,1100
MPN1426,10/06/05,6,2005,MPN1426 2005 6,Potamogeton pusillus,1100
MPN1239,18/09/2014,9,2014,MPN1239 2014 9,Potamogeton pusillus,1300
MPN10004,03/08/06,8,2006,MPN10004 2006 8,Potamogeton trichoides,29
MPN3970,30/10/2012,10,2012,MPN3970 2012 10,Potamogeton trichoides,54
MPN10046,17/06/2002,6,2002,MPN10046 2002 6,Potamogeton trichoides,63
MPN4033,26/08/2002,8,2002,MPN4033 2002 8,Potamogeton trichoides,66.669
MPN10217,24/06/2002,6,2002,MPN10217 2002 6,Potamogeton trichoides,130
MPN9998,21/06/2012,6,2012,MPN9998 2012 6,Ranunculus aquatilis,33.5
MPN8159,06/09/07,9,2007,MPN8159 2007 9,Ranunculus aquatilis,50
MPN9902,15/06/2006,6,2006,MPN9902 2006 6,Ranunculus aquatilis,75
MPN5823,17/09/2007,9,2007,MPN5823 2007 9,Ranunculus aquatilis,89
MPN10214,21/06/2002,6,2002,MPN10214 2002 6,Ranunculus aquatilis,94
MPN10163,27/05/2004,5,2004,MPN10163 2004 5,Ranunculus aquatilis,130
MPN10109,23/06/2005,6,2005,MPN10109 2005 6,Ranunculus aquatilis,150
MPN1461,23/10/2006,10,2006,MPN1461 2006 10,Ranunculus aquatilis,230
MPN10330,11/05/12,5,2012,MPN10330 2012 5,Ranunculus aquatilis,400
MPN10436,21/06/2006,6,2006,MPN10436 2006 6,Ranunculus aquatilis,480
MPN10436,23/07/2007,7,2007,MPN10436 2007 7,Ranunculus aquatilis,780
MPN5719,03/06/14,6,2014,MPN5719 2014 6,Ranunculus aquatilis ,420
MPN9996,27/05/2013,5,2013,MPN9996 2013 5,Ranunculus sceleratus,38
MPN9898,19/06/2006,6,2006,MPN9898 2006 6,Ranunculus sceleratus,58
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Ranunculus sceleratus,62
MPN10131,17/06/2013,6,2013,MPN10131 2013 6,Ranunculus sceleratus,63
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Ranunculus sceleratus,64
MPN10127,25/06/2007,6,2007,MPN10127 2007 6,Ranunculus sceleratus,69
MPN12587,20/06/2013,6,2013,MPN12587 2013 6,Ranunculus sceleratus,70
MPN10127,09/06/08,6,2008,MPN10127 2008 6,Ranunculus sceleratus,71
MPN10127,19/06/2003,6,2003,MPN10127 2003 6,Ranunculus sceleratus,72
MPN10127,07/06/10,6,2010,MPN10127 2010 6,Ranunculus sceleratus,73
MPN5855,18/10/2004,10,2004,MPN5855 2004 10,Ranunculus sceleratus,81
MPN5823,17/09/2007,9,2007,MPN5823 2007 9,Ranunculus sceleratus,89
MPN9936,26/06/2003,6,2003,MPN9936 2003 6,Ranunculus sceleratus,90
MPN10163,25/05/2000,5,2000,MPN10163 2000 5,Ranunculus sceleratus,120
MPN9940,14/06/2010,6,2010,MPN9940 2010 6,Ranunculus sceleratus,130
MPN5521,29/09/2003,9,2003,MPN5521 2003 9,Ranunculus sceleratus,130
MPN5308,28/09/2009,9,2009,MPN5308 2009 9,Ranunculus sceleratus,160
MPN4004,08/09/08,9,2008,MPN4004 2008 9,Ranunculus sceleratus,190
MPN7944,15/09/2006,9,2006,MPN7944 2006 9,Ranunculus sceleratus,200
MPN1279,22/09/2008,9,2008,MPN1279 2008 9,Ranunculus sceleratus,210
MPN9940,10/06/04,6,2004,MPN9940 2004 6,Ranunculus sceleratus,210
MPN1356,20/06/2013,6,2013,MPN1356 2013 6,Ranunculus sceleratus,230
MPN10147,10/07/09,7,2009,MPN10147 2009 7,Ranunculus sceleratus,230
MPN12595,11/07/13,7,2013,MPN12595 2013 7,Ranunculus sceleratus,275
MPN10481,31/05/2012,5,2012,MPN10481 2012 5,Ranunculus sceleratus,290
MPN10163,12/05/15,5,2015,MPN10163 2015 5,Ranunculus sceleratus,300
MPN10336,10/07/03,7,2003,MPN10336 2003 7,Ranunculus sceleratus,350
MPN5835,07/09/07,9,2007,MPN5835 2007 9,Ranunculus sceleratus,380
MPN10338,30/07/2001,7,2001,MPN10338 2001 7,Ranunculus sceleratus,395
MPN10333,04/07/03,7,2003,MPN10333 2003 7,Ranunculus sceleratus,400
MPN10338,26/07/2010,7,2010,MPN10338 2010 7,Ranunculus sceleratus,440
MPN10251,09/06/06,6,2006,MPN10251 2006 6,Ranunculus sceleratus,450
MPN10407,05/07/04,7,2004,MPN10407 2004 7,Ranunculus sceleratus,460
MPN10436,21/06/2006,6,2006,MPN10436 2006 6,Ranunculus sceleratus,480
MPN10117,24/06/2010,6,2010,MPN10117 2010 6,Ranunculus sceleratus,490
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Ranunculus sceleratus,500
MPN10353,18/06/2008,6,2008,MPN10353 2008 6,Ranunculus sceleratus,520
MPN9989,13/07/2001,7,2001,MPN9989 2001 7,Ranunculus sceleratus,580
MPN9973,13/07/2001,7,2001,MPN9973 2001 7,Ranunculus sceleratus,580
MPN9989,07/07/05,7,2005,MPN9989 2005 7,Ranunculus sceleratus,580
MPN9945,14/06/2004,6,2004,MPN9945 2004 6,Ranunculus sceleratus,590
MPN1251,11/10/07,10,2007,MPN1251 2007 10,Ranunculus sceleratus,660
MPN9947,14/06/2004,6,2004,MPN9947 2004 6,Ranunculus sceleratus,670
MPN9989,13/07/2000,7,2000,MPN9989 2000 7,Ranunculus sceleratus,680
MPN10264,17/06/2004,6,2004,MPN10264 2004 6,Ranunculus sceleratus,730
MPN10103,16/08/2011,8,2011,MPN10103 2011 8,Ranunculus sceleratus,860
MPN2137,26/09/2013,9,2013,MPN2137 2013 9,Ranunculus sceleratus,860
MPN10124,27/07/2006,7,2006,MPN10124 2006 7,Ranunculus sceleratus,920
MPN10251,05/06/07,6,2007,MPN10251 2007 6,Ranunculus sceleratus,1400
MPN9952,07/07/00,7,2000,MPN9952 2000 7,Ranunculus sceleratus,1500
MPN10136,02/06/03,6,2003,MPN10136 2003 6,Ranunculus sceleratus,1500
MPN10276,12/06/07,6,2007,MPN10276 2007 6,Ranunculus sceleratus,1600
MPN1526,13/05/2014,5,2014,MPN1526 2014 5,Ranunculus sceleratus,1600
MPN10444,29/05/2012,5,2012,MPN10444 2012 5,Ranunculus sceleratus,1700
MPN4013,05/09/08,9,2008,MPN4013 2008 9,Ranunculus sceleratus,1700
MPN9939,14/06/2010,6,2010,MPN9939 2010 6,Ranunculus sceleratus,1700
MPN10444,30/06/2003,6,2003,MPN10444 2003 6,Ranunculus sceleratus,2000
MPN10251,22/07/2003,7,2003,MPN10251 2003 7,Ranunculus sceleratus,2100
MPN10266,13/07/2010,7,2010,MPN10266 2010 7,Ranunculus sceleratus,2100
MPN10251,09/06/15,6,2015,MPN10251 2015 6,Ranunculus sceleratus,2600
MPN10241,08/07/10,7,2010,MPN10241 2010 7,Ranunculus sceleratus,3100
MPN1239,29/09/2008,9,2008,MPN1239 2008 9,Ranunculus sceleratus,3300
MPN1328,15/06/2011,6,2011,MPN1328 2011 6,Ranunculus sceleratus,4400
MPN5827,21/09/2007,9,2007,MPN5827 2007 9,Ranunculus sceleratus,4600
MPN5763,13/09/2010,9,2010,MPN5763 2010 9,Ranunculus sceleratus,6800
MPN1251,09/10/03,10,2003,MPN1251 2003 10,Ranunculus sceleratus,6800
MPN9997,12/05/11,5,2011,MPN9997 2011 5,Rumex hydrolapathum,25
MPN7626,20/06/2005,6,2005,MPN7626 2005 6,Rumex hydrolapathum,25
MPN9997,21/05/2012,5,2012,MPN9997 2012 5,Rumex hydrolapathum,30
MPN9997,30/05/2002,5,2002,MPN9997 2002 5,Rumex hydrolapathum,32
MPN9997,14/06/2007,6,2007,MPN9997 2007 6,Rumex hydrolapathum,35
MPN9997,15/05/2001,5,2001,MPN9997 2001 5,Rumex hydrolapathum,35
MPN9997,08/06/06,6,2006,MPN9997 2006 6,Rumex hydrolapathum,35
MPN9997,05/06/08,6,2008,MPN9997 2008 6,Rumex hydrolapathum,35.5
MPN9997,13/06/2005,6,2005,MPN9997 2005 6,Rumex hydrolapathum,37
MPN9997,08/05/00,5,2000,MPN9997 2000 5,Rumex hydrolapathum,38
MPN10131,12/09/11,9,2011,MPN10131 2011 9,Rumex hydrolapathum,50
MPN10131,13/07/2009,7,2009,MPN10131 2009 7,Rumex hydrolapathum,54
MPN10131,10/05/01,5,2001,MPN10131 2001 5,Rumex hydrolapathum,57
MPN10131,23/06/2008,6,2008,MPN10131 2008 6,Rumex hydrolapathum,59.5
MPN10131,07/06/06,6,2006,MPN10131 2006 6,Rumex hydrolapathum,60
MPN10131,31/07/2007,7,2007,MPN10131 2007 7,Rumex hydrolapathum,62
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Rumex hydrolapathum,62
MPN10131,17/06/2013,6,2013,MPN10131 2013 6,Rumex hydrolapathum,63
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Rumex hydrolapathum,64
MPN10131,11/05/00,5,2000,MPN10131 2000 5,Rumex hydrolapathum,66
MPN10131,18/09/2000,9,2000,MPN10131 2000 9,Rumex hydrolapathum,67
MPN10131,16/06/2005,6,2005,MPN10131 2005 6,Rumex hydrolapathum,67
MPN10127,15/06/2009,6,2009,MPN10127 2009 6,Rumex hydrolapathum,69
MPN10131,26/05/2003,5,2003,MPN10131 2003 5,Rumex hydrolapathum,70
MPN10131,22/09/2003,9,2003,MPN10131 2003 9,Rumex hydrolapathum,74
MPN10131,17/06/2010,6,2010,MPN10131 2010 6,Rumex hydrolapathum,84.5
MPN10131,24/09/2001,9,2001,MPN10131 2001 9,Rumex hydrolapathum,86
MPN10164,11/06/10,6,2010,MPN10164 2010 6,Rumex hydrolapathum,87
MPN10164,31/05/2012,5,2012,MPN10164 2012 5,Rumex hydrolapathum,92
MPN10146,21/09/2012,9,2012,MPN10146 2012 9,Rumex hydrolapathum,92
MPN1715,10/09/01,9,2001,MPN1715 2001 9,Rumex hydrolapathum,97.27
MPN10164,22/06/2009,6,2009,MPN10164 2009 6,Rumex hydrolapathum,98
MPN1577,02/10/07,10,2007,MPN1577 2007 10,Rumex hydrolapathum,110
MPN10164,16/06/2008,6,2008,MPN10164 2008 6,Rumex hydrolapathum,110
MPN9897,06/08/14,8,2014,MPN9897 2014 8,Rumex hydrolapathum,120
MPN10129,17/10/2011,10,2011,MPN10129 2011 10,Rumex hydrolapathum,120
MPN10041,10/09/12,9,2012,MPN10041 2012 9,Rumex hydrolapathum,130
MPN9965,26/09/2011,9,2011,MPN9965 2011 9,Rumex hydrolapathum,135
MPN10164,10/06/13,6,2013,MPN10164 2013 6,Rumex hydrolapathum,140
MPN10146,24/07/2000,7,2000,MPN10146 2000 7,Rumex hydrolapathum,140
MPN9897,17/09/2012,9,2012,MPN9897 2012 9,Rumex hydrolapathum,140
MPN10129,01/07/10,7,2010,MPN10129 2010 7,Rumex hydrolapathum,150
MPN10164,20/05/2011,5,2011,MPN10164 2011 5,Rumex hydrolapathum,150
MPN10164,28/05/2001,5,2001,MPN10164 2001 5,Rumex hydrolapathum,150
MPN10164,03/06/02,6,2002,MPN10164 2002 6,Rumex hydrolapathum,150
MPN9897,19/06/2006,6,2006,MPN9897 2006 6,Rumex hydrolapathum,150
MPN9971,08/09/11,9,2011,MPN9971 2011 9,Rumex hydrolapathum,150
MPN10164,29/05/2000,5,2000,MPN10164 2000 5,Rumex hydrolapathum,160
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Rumex hydrolapathum,170
MPN10106,20/05/2014,5,2014,MPN10106 2014 5,Rumex hydrolapathum,205
MPN9989,08/09/11,9,2011,MPN9989 2011 9,Rumex hydrolapathum,210
MPN10129,21/07/2000,7,2000,MPN10129 2000 7,Rumex hydrolapathum,220
MPN10211,20/06/2002,6,2002,MPN10211 2002 6,Rumex hydrolapathum,220
MPN9965,28/06/2005,6,2005,MPN9965 2005 6,Rumex hydrolapathum,230
MPN10147,10/07/09,7,2009,MPN10147 2009 7,Rumex hydrolapathum,230
MPN9965,18/03/2014,3,2014,MPN9965 2014 3,Rumex hydrolapathum,275
MPN10147,20/07/2000,7,2000,MPN10147 2000 7,Rumex hydrolapathum,310
MPN10120,06/09/12,9,2012,MPN10120 2012 9,Rumex hydrolapathum,330
MPN10120,13/06/2003,6,2003,MPN10120 2003 6,Rumex hydrolapathum,340
MPN9903,17/07/2001,7,2001,MPN9903 2001 7,Rumex hydrolapathum,350
MPN9959,13/09/2012,9,2012,MPN9959 2012 9,Rumex hydrolapathum,350
MPN10044,11/08/08,8,2008,MPN10044 2008 8,Rumex hydrolapathum,420
MPN10120,02/07/09,7,2009,MPN10120 2009 7,Rumex hydrolapathum,480
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Rumex hydrolapathum,500
MPN10330,11/06/09,6,2009,MPN10330 2009 6,Rumex hydrolapathum,550
MPN10251,17/06/2014,6,2014,MPN10251 2014 6,Rumex hydrolapathum,610
MPN10117,30/08/2011,8,2011,MPN10117 2011 8,Rumex hydrolapathum,800
MPN5309,17/09/2009,9,2009,MPN5309 2009 9,Ruppia cirrhosa,700
MPN1227,19/09/2013,9,2013,MPN1227 2013 9,Ruppia cirrhosa,1100
MPN3956,02/05/02,5,2002,MPN3956 2002 5,Ruppia cirrhosa,2759.4
MPN1153,27/06/2012,6,2012,MPN1153 2012 6,Ruppia cirrhosa,4050
MPN3956,24/09/2002,9,2002,MPN3956 2002 9,Ruppia cirrhosa,4809.8
MPN1251,09/10/03,10,2003,MPN1251 2003 10,Ruppia cirrhosa,6800
MPN1358,16/06/2014,6,2014,MPN1358 2014 6,Ruppia cirrhosa,7100
MPN1474,11/10/10,10,2010,MPN1474 2010 10,Ruppia cirrhosa,7200
MPN1262,06/10/15,10,2015,MPN1262 2015 10,Ruppia cirrhosa,7200
MPN1169,20/09/2010,9,2010,MPN1169 2010 9,Ruppia cirrhosa,7200
MPN1123,21/06/2007,6,2007,MPN1123 2007 6,Ruppia cirrhosa,7500
MPN1129,22/09/2014,9,2014,MPN1129 2014 9,Ruppia cirrhosa,8200
MPN3054,11/09/14,9,2014,MPN3054 2014 9,Ruppia cirrhosa,8200
MPN1262,08/10/09,10,2009,MPN1262 2009 10,Ruppia cirrhosa,8300
MPN1447,02/09/14,9,2014,MPN1447 2014 9,Ruppia cirrhosa,8450
MPN1184,14/06/2010,6,2010,MPN1184 2010 6,Ruppia cirrhosa,8800
MPN1150,07/06/12,6,2012,MPN1150 2012 6,Ruppia cirrhosa,9200
MPN1185,07/06/12,6,2012,MPN1185 2012 6,Ruppia cirrhosa,9300
MPN1541,15/08/2011,8,2011,MPN1541 2011 8,Ruppia cirrhosa,9600
MPN1185,16/05/2002,5,2002,MPN1185 2002 5,Ruppia cirrhosa,10012.4
MPN8666,25/09/2012,9,2012,MPN8666 2012 9,Ruppia cirrhosa,12000
